id,titel,satz,typ,trainiert_skill,bedarf,belastung,dauer_min,dauer_max,ort,fuer_ablenkung,ist_auffrischung,hitzetauglich,regentauglich,dunkeltauglich,gelenkbelastend,saisonfenster,equipment,zweite_person,min_alter_wochen,max_alter_wochen,eignung,varianzgruppe,sperrfrist_tage,illustration,anleitung,erfolgskriterium,haeufige_fehler,troubleshooting
maennchen_halten,Männchen halten,Hund sitzt.,training,maennchen,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 2, ""erholung"": 0}",2,10,20,egal,"[1, 3]",false,true,true,true,false,,{},false,52,,{},maennchen_halten,7,,"{""Hund sitzt"",""Futter über Nase führen"",""Hund hebt Pfoten"",""Position halten""}","Er meistert „Männchen halten"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund springt auf""}","[{""problem"": ""Hund springt auf"", ""antwort"": ""Hand tiefer halten""}]"
maennchen_auf_kommando,Männchen auf Kommando,Handzeichen etablieren.,training,maennchen,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 2, ""erholung"": 0}",2,10,20,egal,"[1, 3]",false,true,true,true,false,,{},false,52,,{},maennchen_auf_kommando,7,,"{""Handzeichen etablieren"",""Ohne Futter in der Hand fordern""}","Er meistert „Männchen auf Kommando"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund versteht nicht""}","[{""problem"": ""Hund versteht nicht"", ""antwort"": ""Handzeichen deutlicher machen""}]"
rolle_rechts,Rolle rechts,Hund liegt.,training,rolle,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 2, ""erholung"": 0}",2,10,20,egal,"[1, 3]",false,true,true,true,false,,{},false,26,,{},rolle_rechts,7,,"{""Hund liegt"",""Futter über Schulter führen"",""Hund dreht sich""}","Er meistert „Rolle rechts"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund steht auf""}","[{""problem"": ""Hund steht auf"", ""antwort"": ""Futter näher am Körper führen""}]"
rolle_links,Rolle links,"Gleicher Aufbau wie Rolle rechts, nur andere Seite.",training,rolle,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 2, ""erholung"": 0}",2,10,20,egal,"[1, 3]",false,true,true,true,false,,{},false,26,,{},rolle_links,7,,"{""Gleicher Aufbau wie Rolle rechts, nur andere Seite""}","Er meistert „Rolle links"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund rollt nicht""}","[{""problem"": ""Hund rollt nicht"", ""antwort"": ""Hund vorsichtig mit der Hand unterstützen""}]"
slalom_durch_die_beine_langsam,Slalom durch die Beine (langsam),Breitbeinig stehen.,training,slalom_durch_die_beine,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 1}",2,10,20,egal,"[1, 3]",false,true,true,true,false,,{},false,26,,{},slalom_durch_die_beine_langsam,7,,"{""Breitbeinig stehen"",""Hund mit Futter durchlocken"",""Einen Schritt gehen""}","Er meistert „Slalom durch die Beine (langsam)"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund geht nicht durch""}","[{""problem"": ""Hund geht nicht durch"", ""antwort"": ""Mehr Platz zwischen den Beinen lassen""}]"
slalom_durch_die_beine_schnell,Slalom durch die Beine (schnell),Flüssige Gehbewegung.,training,slalom_durch_die_beine,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 1}",2,10,20,egal,"[1, 3]",false,false,true,true,false,,{},false,26,,{},slalom_durch_die_beine_schnell,7,,"{""Flüssige Gehbewegung"",""Hund fädelt sich selbstständig ein""}","Er meistert „Slalom durch die Beine (schnell)"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund stößt ans Bein""}","[{""problem"": ""Hund stößt ans Bein"", ""antwort"": ""Tempo des Halters verringern""}]"
slalom_rueckwaerts,Slalom rückwärts,Halter geht rückwärts.,training,slalom_durch_die_beine,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 1}",3,5,10,egal,"[1, 3]",false,false,true,true,true,,{},false,26,,{},slalom_rueckwaerts,7,,"{""Halter geht rückwärts"",""Hund fädelt frontal ein""}","Er meistert „Slalom rückwärts"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund ist verwirrt""}","[{""problem"": ""Hund ist verwirrt"", ""antwort"": ""Einzelne Schritte stark belohnen""}]"
kriechen_unter_stuhl,Kriechen unter Stuhl,Hund ins Platz.,training,kriechen,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 1}",1,5,15,egal,"[1, 3]",false,true,true,true,false,,{},false,26,,{},kriechen_unter_stuhl,7,,"{""Hund ins Platz"",""Leckerli flach über den Boden ziehen"",""Hund kriecht""}","Er meistert „Kriechen unter Stuhl"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund steht auf""}","[{""problem"": ""Hund steht auf"", ""antwort"": ""Hand flacher halten oder tieferen Stuhl nutzen""}]"
kriechen_ueber_distanz,Kriechen über Distanz,Kommando geben.,training,kriechen,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 1}",2,10,20,egal,"[1, 3]",false,true,true,true,false,,{},false,26,,{},kriechen_ueber_distanz,7,,"{""Kommando geben"",""Halter geht rückwärts"",""Hund kriecht nach""}","Er meistert „Kriechen über Distanz"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund bricht ab""}","[{""problem"": ""Hund bricht ab"", ""antwort"": ""Distanz wieder verkürzen""}]"
pfote_geben_links_rechts_unterschieden,Pfote geben links/rechts unterschieden,Linke Hand für linke Pfote hinhalten.,training,pfote_geben,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 2, ""erholung"": 0}",1,5,15,egal,"[1, 3]",false,true,true,true,false,,{},false,13,,{},pfote_geben_links_rechts_unterschieden,7,,"{""Linke Hand für linke Pfote hinhalten"",""Wörter zuordnen""}","Er meistert „Pfote geben links/rechts unterschieden"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund gibt immer die gleiche Pfote""}","[{""problem"": ""Hund gibt immer die gleiche Pfote"", ""antwort"": ""Entsprechende Hand einklappen""}]"
high_five,High Five,Handfläche aufrecht hinhalten.,training,pfote_geben,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 2, ""erholung"": 0}",1,5,15,egal,"[1, 3]",false,true,true,true,false,,{},false,13,,{},high_five,7,,"{""Handfläche aufrecht hinhalten"",""Hund schlägt ein""}","Er meistert „High Five"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund nutzt Nase""}","[{""problem"": ""Hund nutzt Nase"", ""antwort"": ""Warten, bis Frustration zu Pfoteneinsatz führt""}]"
winken,Winken,High Five in der Luft stoppen.,training,pfote_geben,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 2, ""erholung"": 0}",1,5,15,egal,"[1, 3]",false,true,true,true,false,,{},false,13,,{},winken,7,,"{""High Five in der Luft stoppen"",""Bewegung der Pfote belohnen""}","Er meistert „Winken"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund berührt die Hand""}","[{""problem"": ""Hund berührt die Hand"", ""antwort"": ""Hand außer Reichweite halten""}]"
spanischer_schritt,Spanischer Schritt,Pfote heben lassen im Stehen.,training,pfote_geben,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 2, ""erholung"": 0}",2,10,20,egal,"[1, 3]",false,false,true,true,false,,{},false,13,,{},spanischer_schritt,7,,"{""Pfote heben lassen im Stehen"",""Vorwärts gehen""}","Er meistert „Spanischer Schritt"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund setzt sich""}","[{""problem"": ""Hund setzt sich"", ""antwort"": ""Hand unter den Bauch legen""}]"
rueckwaerts_einparken_grundstellung,Rückwärts einparken (Grundstellung),Hund vor Halter.,training,rueckwaertsgehen,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 1}",2,10,20,draussen,"[0, 1]",false,true,true,true,false,,{},false,26,,{},rueckwaerts_einparken_grundstellung,7,,"{""Hund vor Halter"",""Mit Futter eng ans linke Bein führen"",""Hund dreht sich ein""}","Er meistert „Rückwärts einparken (Grundstellung)"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund steht schief""}","[{""problem"": ""Hund steht schief"", ""antwort"": ""Begrenzung (z.B. Wand) zur Hilfe nehmen""}]"
rueckwaerts_gehen_an_der_wand,Rückwärts gehen an der Wand,Hund zwischen Halter und Wand.,training,rueckwaertsgehen,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 1}",2,10,20,egal,"[1, 3]",false,true,true,true,false,,{},false,26,,{},rueckwaerts_gehen_an_der_wand,7,,"{""Hund zwischen Halter und Wand"",""Auf Hund zugehen"",""Hund weicht rückwärts aus""}","Er meistert „Rückwärts gehen an der Wand"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund weicht seitlich aus""}","[{""problem"": ""Hund weicht seitlich aus"", ""antwort"": ""Enger an der Wand arbeiten""}]"
sprung_ueber_baumstamm,Sprung über Baumstamm,Niedrigen Stamm suchen.,training,sprung_ueber_hindernis,"{""koerperlich"": 3, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 0}",3,5,10,draussen,"[1, 3]",false,false,false,false,true,,{},false,52,,{},sprung_ueber_baumstamm,7,,"{""Niedrigen Stamm suchen"",""Hund mit Motivation rüberrufen""}","Er meistert „Sprung über Baumstamm"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund läuft drumherum""}","[{""problem"": ""Hund läuft drumherum"", ""antwort"": ""Halter springt mit""}]"
cavaletti_training_bodenstangen,Cavaletti-Training (Bodenstangen),Besenstile auf den Boden legen.,training,sprung_ueber_hindernis,"{""koerperlich"": 3, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 0}",2,10,20,egal,"[1, 3]",false,true,true,true,false,,{},false,52,,{},cavaletti_training_bodenstangen,7,,"{""Besenstile auf den Boden legen"",""Hund im Schritttempo drüberführen""}","Er meistert „Cavaletti-Training (Bodenstangen)"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund überspringt Stangen""}","[{""problem"": ""Hund überspringt Stangen"", ""antwort"": ""Tempo drosseln, Abstand anpassen""}]"
huerdensprung_agility,Hürdensprung Agility,Hürde aufbauen.,training,sprung_ueber_hindernis,"{""koerperlich"": 3, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 0}",3,5,10,egal,"[0, 1]",false,false,false,false,true,,{},false,52,,{},huerdensprung_agility,7,,"{""Hürde aufbauen"",""Hund rüber schicken""}","Er meistert „Hürdensprung Agility"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund reißt Stange""}","[{""problem"": ""Hund reißt Stange"", ""antwort"": ""Hürde niedriger stellen, Absprungpunkt trainieren""}]"
stopp_aus_dem_lauf,Stopp aus dem Lauf,Hund rennt.,training,stopp_auf_distanz,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 1, ""erholung"": 1}",3,5,10,egal,"[0, 1]",false,false,true,false,true,,{},false,26,,{},stopp_aus_dem_lauf,3,,"{""Hund rennt"",""Stopp-Signal (Platz/Sitz) rufen""}","Er meistert „Stopp aus dem Lauf"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund rutscht oder ignoriert""}","[{""problem"": ""Hund rutscht oder ignoriert"", ""antwort"": ""Aus dem langsamen Schritt neu aufbauen""}]"
stopp_auf_pfiff,Stopp auf Pfiff,Stopp-Pfiff etablieren.,training,stopp_auf_distanz,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 1, ""erholung"": 1}",2,10,20,egal,"[1, 3]",false,false,true,true,false,,"{""pfeife""}",false,26,,{},stopp_auf_pfiff,3,,"{""Stopp-Pfiff etablieren"",""Im Freilauf anwenden""}","Er meistert „Stopp auf Pfiff"" sicher, auch im zweiten oder dritten Anlauf.","{""Keine Reaktion""}","[{""problem"": ""Keine Reaktion"", ""antwort"": ""Pfeife zunächst drinnen neu konditionieren""}]"
balance_auf_baumstamm,Balance auf Baumstamm,"Dicken, rutschfesten Baumstamm suchen.",training,slalom_durch_die_beine,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 1}",2,10,20,draussen,"[1, 3]",false,true,true,false,false,,{},false,26,,{},balance_auf_baumstamm,7,,"{""Dicken, rutschfesten Baumstamm suchen"",""Hund aufsteigen lassen"",""Balancieren""}","Er meistert „Balance auf Baumstamm"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund hat Angst""}","[{""problem"": ""Hund hat Angst"", ""antwort"": ""Mit Vorderpfoten anfangen""}]"
wackelbrett_training_propriozeption,Wackelbrett-Training (Propriozeption),Wackelbrett auf den Boden legen.,training,slalom_durch_die_beine,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 1}",1,5,15,egal,"[1, 3]",false,true,true,false,false,,"{""wackelbrett""}",false,26,,{},wackelbrett_training_propriozeption,7,,"{""Wackelbrett auf den Boden legen"",""Hund vorsichtig drauf locken"",""Leicht wippen""}","Er meistert „Wackelbrett-Training (Propriozeption)"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund springt ab""}","[{""problem"": ""Hund springt ab"", ""antwort"": ""Brett zunächst mit Büchern fixieren""}]"
elefantentrick_auf_eimer,Elefantentrick auf Eimer,Vorderpfoten auf Eimer/Topf.,training,rueckwaertsgehen,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 1}",2,10,20,drinnen,"[1, 3]",false,true,true,true,false,,{},false,26,,{},elefantentrick_auf_eimer,7,,"{""Vorderpfoten auf Eimer/Topf"",""Hinterhand drumherum bewegen""}","Er meistert „Elefantentrick auf Eimer"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund geht vom Eimer""}","[{""problem"": ""Hund geht vom Eimer"", ""antwort"": ""Vorderpfoten-Target separat festigen""}]"
target_stick_folgen,Target-Stick folgen,Nasen-Target auf Stick übertragen.,training,hand_target_touch,"{""koerperlich"": 0, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 1, ""erholung"": 1}",1,5,15,egal,"[1, 3]",false,true,true,true,false,,{},false,9,,{},target_stick_folgen,7,,"{""Nasen-Target auf Stick übertragen"",""Hund folgt dem Stick im Kreis""}","Er meistert „Target-Stick folgen"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund beißt in Stick""}","[{""problem"": ""Hund beißt in Stick"", ""antwort"": ""Nur ruhiges Berühren clicken""}]"
spielzeug_aufraeumen,Spielzeug aufräumen,Kiste aufstellen.,training,apportieren,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 2, ""erholung"": 0}",1,5,15,egal,"[3, 5]",false,true,true,true,false,,"{""kiste""}",false,17,,{},spielzeug_aufraeumen,7,,"{""Kiste aufstellen"",""Hund lässt Spielzeug übers Kiste fallen (Aus)""}","Er meistert „Spielzeug aufräumen"" sicher, auch im zweiten oder dritten Anlauf.","{""Spielzeug fällt daneben""}","[{""problem"": ""Spielzeug fällt daneben"", ""antwort"": ""Kiste anfangs sehr groß wählen""}]"
tuer_schliessen,Tür schließen,Pfoten-Target an Tür kleben.,training,hand_target_touch,"{""koerperlich"": 0, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 1, ""erholung"": 1}",1,5,15,drinnen,"[1, 3]",false,true,true,true,false,,{},false,9,,{},tuer_schliessen,7,,"{""Pfoten-Target an Tür kleben"",""Hund stuppst an"",""Tür fällt ins Schloss""}","Er meistert „Tür schließen"" sicher, auch im zweiten oder dritten Anlauf.","{""Tür schließt nicht""}","[{""problem"": ""Tür schließt nicht"", ""antwort"": ""Belohnung für stärkeren Druck geben""}]"
lichtschalter_betaetigen,Lichtschalter betätigen,Target an Schalter.,training,hand_target_touch,"{""koerperlich"": 0, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 1, ""erholung"": 1}",2,10,20,drinnen,"[1, 3]",false,true,true,true,false,,{},false,9,,{},lichtschalter_betaetigen,7,,"{""Target an Schalter"",""Hund springt hoch und drückt""}","Er meistert „Lichtschalter betätigen"" sicher, auch im zweiten oder dritten Anlauf.","{""Schalter wird verfehlt""}","[{""problem"": ""Schalter wird verfehlt"", ""antwort"": ""Target größer machen""}]"
socken_ausziehen,Socken ausziehen,Socke zur Hälfte ausziehen.,training,aus_loslassen,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 1, ""erholung"": 1}",1,5,15,egal,"[3, 5]",false,true,true,true,false,,"{""dummy""}",false,9,,{},socken_ausziehen,3,,"{""Socke zur Hälfte ausziehen"",""Hund daran ziehen lassen (Zerrspiel sanft)""}","Er meistert „Socken ausziehen"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund beißt in Fuß""}","[{""problem"": ""Hund beißt in Fuß"", ""antwort"": ""Socke erst als reines Dummy-Objekt geben""}]"
kriechen_unter_beinen,Kriechen unter Beinen,Halter macht Ausfallschritt.,training,kriechen,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 1}",2,10,20,egal,"[1, 3]",false,true,true,true,false,,{},false,26,,{},kriechen_unter_beinen,7,,"{""Halter macht Ausfallschritt"",""Hund kriecht unten durch""}","Er meistert „Kriechen unter Beinen"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund steht auf""}","[{""problem"": ""Hund steht auf"", ""antwort"": ""Halter muss weiter nach unten gehen""}]"
achter_durch_die_beine_stehenbleiben,Achter durch die Beine (stehenbleiben),Breitbeinig stehen.,training,slalom_durch_die_beine,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 1}",2,10,20,egal,"[1, 3]",false,true,true,true,false,,{},false,26,,{},achter_durch_die_beine_stehenbleiben,7,,"{""Breitbeinig stehen"",""Hund läuft eine Acht um die Beine""}","Er meistert „Achter durch die Beine (stehenbleiben)"" sicher, auch im zweiten oder dritten Anlauf.","{""Bewegung stockt""}","[{""problem"": ""Bewegung stockt"", ""antwort"": ""Futterführung flüssiger machen""}]"
sprung_durch_die_arme,Sprung durch die Arme,Arme zum Ring formen.,training,sprung_ueber_hindernis,"{""koerperlich"": 3, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 0}",3,5,10,egal,"[1, 3]",false,false,false,false,true,,{},false,52,,{},sprung_durch_die_arme,7,,"{""Arme zum Ring formen"",""Hund durchlocken""}","Er meistert „Sprung durch die Arme"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund läuft außen vorbei""}","[{""problem"": ""Hund läuft außen vorbei"", ""antwort"": ""Arme anfangs gegen eine Wand stützen""}]"
sprung_ueber_das_bein,Sprung über das Bein,Bein ausstrecken.,training,sprung_ueber_hindernis,"{""koerperlich"": 3, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 0}",3,5,10,egal,"[1, 3]",false,false,false,false,true,,{},false,52,,{},sprung_ueber_das_bein,7,,"{""Bein ausstrecken"",""Hund springt rüber""}","Er meistert „Sprung über das Bein"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund kriecht drunter durch""}","[{""problem"": ""Hund kriecht drunter durch"", ""antwort"": ""Bein tiefer halten, Bodenkontakt vermeiden""}]"
maennchen_mit_gegenstand,Männchen mit Gegenstand,Hund macht Männchen.,training,maennchen,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 2, ""erholung"": 0}",2,10,20,egal,"[1, 3]",false,true,true,true,false,,"{""dummy""}",false,52,,{},maennchen_mit_gegenstand,7,,"{""Hund macht Männchen"",""Hund hält Dummy im Maul""}","Er meistert „Männchen mit Gegenstand"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund lässt Dummy fallen""}","[{""problem"": ""Hund lässt Dummy fallen"", ""antwort"": ""Dummy-Halten separat im Sitzen üben""}]"
rolle_mit_spielzeug,Rolle mit Spielzeug,Hund hält Spielzeug.,training,rolle,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 2, ""erholung"": 0}",2,10,20,egal,"[3, 5]",false,true,true,true,false,,{},false,26,,{},rolle_mit_spielzeug,7,,"{""Hund hält Spielzeug"",""Kommando Rolle""}","Er meistert „Rolle mit Spielzeug"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund spuckt es aus""}","[{""problem"": ""Hund spuckt es aus"", ""antwort"": ""Spielzeug nach der Rolle sofort intensiv bespielen""}]"
stopp_am_bordstein,Stopp am Bordstein,Vor Straßenüberquerung stehen bleiben.,training,sitz,"{""koerperlich"": 1, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 1, ""erholung"": 1}",1,5,15,unterwegs,"[1, 3]",false,true,true,true,false,,{},false,9,,{},stopp_am_bordstein,3,,"{""Vor Straßenüberquerung stehen bleiben"",""Sitz einfordern""}","Er meistert „Stopp am Bordstein"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund läuft weiter""}","[{""problem"": ""Hund läuft weiter"", ""antwort"": ""Leine kurz blockieren""}]"
sitz_vor_dem_napf,Sitz vor dem Napf,Napf in der Hand.,training,bleib,"{""koerperlich"": 1, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 1, ""erholung"": 1}",1,5,15,drinnen,"[1, 3]",false,true,true,true,false,,{},false,13,,{},sitz_vor_dem_napf,3,,"{""Napf in der Hand"",""Hund sitzt"",""Napf abstellen"",""Freigabe zum Fressen""}","Er meistert „Sitz vor dem Napf"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund springt auf""}","[{""problem"": ""Hund springt auf"", ""antwort"": ""Napf sofort wieder anheben""}]"
deckentraining_ruhe,Deckentraining (Ruhe),Hund auf Decke schicken.,ruhe,,"{""koerperlich"": 0, ""kopfarbeit"": 0, ""nase"": 0, ""sozial"": 1, ""erholung"": 3}",0,15,30,drinnen,,false,true,true,true,false,,{},false,8,,{},deckentraining_ruhe,0,,"{""Hund auf Decke schicken"",""Platz machen"",""Futterbelohnung zwischen die Pfoten legen""}","Er meistert „Deckentraining (Ruhe)"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund verlässt Decke""}","[{""problem"": ""Hund verlässt Decke"", ""antwort"": ""Zurückführen ohne Kommentar""}]"
platz_im_restaurant_cafe,Platz im Restaurant / Cafe,Decke mitnehmen.,training,platz,"{""koerperlich"": 1, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 1, ""erholung"": 1}",1,5,15,unterwegs,"[1, 3]",false,true,true,true,false,,{},false,9,,{},platz_im_restaurant_cafe,3,,"{""Decke mitnehmen"",""Hund unter Tisch ablegen"",""Ruhe belohnen""}","Er meistert „Platz im Restaurant / Cafe"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund bettelt am Tisch""}","[{""problem"": ""Hund bettelt am Tisch"", ""antwort"": ""Konsequent ignorieren, Kauartikel geben""}]"
rueckruf_mit_freudiger_begruessung,Rückruf mit freudiger Begrüßung,Hund rufen.,training,rueckruf,"{""koerperlich"": 1, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 1, ""erholung"": 1}",2,10,20,egal,"[3, 5]",false,false,true,true,false,,{},false,9,,{},rueckruf_mit_freudiger_begruessung,3,,"{""Hund rufen"",""In die Hocke gehen"",""Ausgiebig kuscheln als Belohnung""}","Er meistert „Rückruf mit freudiger Begrüßung"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund dreht vorher ab""}","[{""problem"": ""Hund dreht vorher ab"", ""antwort"": ""Nicht nach dem Hund greifen""}]"
fussgehen_mit_kinderwagen,Fußgehen mit Kinderwagen,Kinderwagen schieben.,training,leinenfuehrigkeit,"{""koerperlich"": 1, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 1, ""erholung"": 1}",2,10,20,draussen,"[3, 5]",false,true,true,true,false,,{},false,9,,{},fussgehen_mit_kinderwagen,3,,"{""Kinderwagen schieben"",""Hund läuft außen"",""Tempo anpassen""}","Er meistert „Fußgehen mit Kinderwagen"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund läuft vor den Wagen""}","[{""problem"": ""Hund läuft vor den Wagen"", ""antwort"": ""Kinderwagen anfangs leer üben""}]"
leinenfuehrigkeit_im_bahnhof,Leinenführigkeit im Bahnhof,Umgebung mit vielen Menschen.,training,leinenfuehrigkeit,"{""koerperlich"": 1, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 1, ""erholung"": 1}",1,5,15,unterwegs,"[3, 5]",false,true,true,true,false,,{},false,9,,{},leinenfuehrigkeit_im_bahnhof,3,,"{""Umgebung mit vielen Menschen"",""Hund kurz nehmen"",""Fokus auf Halter belohnen""}","Er meistert „Leinenführigkeit im Bahnhof"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund hat Stress""}","[{""problem"": ""Hund hat Stress"", ""antwort"": ""Distanz zum Trubel vergrößern""}]"
aus_bei_fundstuecken_draussen,Aus bei Fundstücken draußen,Hund nimmt Stock/Müll.,training,aus_loslassen,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 1, ""erholung"": 1}",1,5,15,egal,"[1, 3]",false,true,true,true,false,,"{""sup_board""}",false,9,,{},aus_bei_fundstuecken_draussen,3,,"{""Hund nimmt Stock/Müll"",""Aus-Kommando"",""Superleckerli als Tausch""}","Er meistert „Aus bei Fundstücken draußen"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund schluckt es runter""}","[{""problem"": ""Hund schluckt es runter"", ""antwort"": ""Maulkorb-Training zur Sicherheit erwegen""}]"
nein_bei_anderen_hunden,Nein bei anderen Hunden,Fremder Hund nähert sich.,training,abbruchsignal_nein,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 1, ""erholung"": 1}",1,5,15,egal,"[3, 5]",false,true,true,true,false,,{},false,9,,{},nein_bei_anderen_hunden,3,,"{""Fremder Hund nähert sich"",""Hund fixiert"",""Nein sagen, abwenden""}","Er meistert „Nein bei anderen Hunden"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund bellt bereits""}","[{""problem"": ""Hund bellt bereits"", ""antwort"": ""Distanz war zu gering, nächstes Mal früher eingreifen""}]"
schneepfad_erschnueffeln,Schneepfad erschnüffeln,Spur im tiefen Schnee treten.,training,faehrtensuche_mantrailing,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 3, ""sozial"": 0, ""erholung"": 1}",1,5,15,draussen,"[1, 3]",false,false,true,true,false,"[12, 1, 2]",{},false,17,,{},schneepfad_erschnueffeln,7,,"{""Spur im tiefen Schnee treten"",""Hund muss Pfad finden""}","Er meistert „Schneepfad erschnüffeln"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund frisst Schnee""}","[{""problem"": ""Hund frisst Schnee"", ""antwort"": ""Abbruch, Gefahr von Schneegastritis""}]"
